"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
93543																																																													0	74439	13429		38409			46603	20970		6995	482852	0	0	0	116748	4290		79010	1359	4311	11623	26421	15618	57095	54780	62210	74323	111899	47113	14890				1126	106			13188	20969	62272	49404							129														131242				59		0	1750		10000													2154			CONF	CONF					
93619	0			0	0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0													0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0			0	0	0	0						0	0																			0	0			0	0	0	0	0	0				0				0		0	CONF	CONF					
94139																																																													0	9816	3041		48			68190	13236		1932	424568	0	0	0	82841	2948		74598	2225	4924	21693	23684	9549	19911	26751	40698	118768	130871	18812	4157				0	931			22557	43738	88772	78868							0														30000				41		0	0		2310													5340			CONF	CONF					
94522																																																													0	22448	24136		449			46612	17667		12001	927397	0	0	6470	365077	17024		233612	11712	15375	58203	106555	34568	138665	82211	124314	115825	179272	49929	9525				1130	1			52371	111315	85597	156265							795													0	281828				0		0	94		7476													7734			CONF	CONF				0	
94755																																																													0	28973	522		25744			24280	0		0	147777	12	0	0	21022	893		35673	518	1628	2890	9556	6240	0	5625	27902	22455	53127	14202	2785				603	56			2012	6753	13810	16395							0														50841				0		0	42		3766													2918			CONF	CONF					
94858																																																													0	29121	0		20690			14016	0		54	108305	0	0	0	11700	413		28699	224	332	241	3919	1744	5199	17062	14926	10491	26147	8811	19168				0	0			6844	0	7862	7378							0													0	44582				207		0	345		5800													4082			CONF	CONF				0	
95051																																																													0	5040	2023	0	4090	7799	0	7799	3753		395	327091	0	0	0	235261	3478	28627	12868	25	239	1235	726	50232	182804	21694	5179	9417	12555	37534	5114	0	0	0	8275	28	0		3876	1282	6694	9028	0	0				0	0														153943				0	19	0	19	0	261	0	0	0	0	0	0	0	0	0	0	0	0	35789	0	0	CONF	CONF					
95677																																																													0	69	2373		0			12521	2896		0	80819	0	0	0	51443	1320		7291	962	2878	365	319	10096	36649	2718	733	1417	1865	11698	10945				0	0			1362	1347	4064	2592							0														23621				564		0	0		314													518			CONF	CONF					
96553																																																													0	22158	0		18750			8445	0		0	74977	54	0	0	8157	1561		19395	493	1593	2648	3006	97	143	28780	2170	15150	6454	9502	3075				0	13			518	0	0	12967							0														0				0		0	0		587													1875			CONF	CONF					
97055																																																													0	67826	0		139365			35446	0		0	279573	0	0	0	1483	0		137188	0	0	324	1160	0	0	103354	45490	59885	45429	6563	17370				0	0			169	0	655	33148							0														154138				0		0	0		244													1237			CONF	CONF					
97279																																																													0	0	44		198			4314	2212		0	71576	0	0	0	44005	100		1041	104	43	480	403	9912	32115	1093	471	2957	5482	8692	8352				0	490			2274	633	1969	5278							0														0				34		0	5		7379													2675			CONF	CONF					
97457																																																													0	44790	5010		5979			8945	1977		0	148569	0	0	0	46159	81		25658	10314	26084	3050	259	1449	4803	23288	48919	8402	3326	4567	13810				0	0			4049	2049	20088	5696							0														76143				0		0	31		2299													1416			CONF	CONF					
97804																																																													0	0	60209		0			94424	21208		0	763492	0	0	0	202688	4759		112557	9136	11392	8609	25105	47379	100302	223363	43178	41735	86044	143462	21773				0	60			46425	88191	90946	139214							770														392943				4900		0	0		0													15368			CONF	CONF					
97943																																																													0	87154	20651		54574			58168	15721		344	460530	0	0	0	123310	5880		69525	2004	6494	11804	24362	39436	39211	78925	32459	64899	71380	60697	24311				821	624			6837	6975	37910	33961							0														214999				733		0	0		6574													1026			CONF	CONF					
98351																																																													0	1762	856		331			3280	2343		0	140397	0	2075	0	70629	415		9432	161	858	399	740	3755	64657	5987	4785	11977	3274	7213	36525				190	82			5228	12709	12355	27306							0														19391				248		0	64		37													735			CONF	CONF					
98463																																																													0	61953	20941		34744			45013	2706		9097	400669	0	0	0	22603	1664		48372	524	0	269	795	6988	14027	13910	33938	29991	32932	153922	113038				0	14			2691	23803	89311	84407							0														282533				0		0	0		79													1643			CONF	CONF					
98717																																																													0	0	28886		0			762	0		0	93146	81	0	0	15431	30	1052	11211	523	1905	7994	3913	1096	0	8479	13997	24882	29372	1067	0				0	0			0	0	6794	41323						0	0														28558				0		0	1	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF					
99143																																																													0	21692	4639		29113			17815	982		944	156868	77	0	0	27951	1624		35903	1355	2847	12029	11193	310	0	18460	35314	38415	14321	15932	2748				1900	123			3370	3664	22342	4926							0														0				573		0	113		3515													12232			CONF	CONF					
99376																																																													32600	760	794853	0	0	756122	0	756122	9068		0	2737839	7968	0	3365	775301	1655	391980	155182	8549	60433	86428	95576	161632	361309	419150	93066	210014	331258	891463	1097	0	32600	0	0	0	0		0	20047	74958	215029	0	0				102	0													0	1557797				102	171	0	171	0	65129	0	0	0	0	0	0	0	0	0	0	0	0	114	0	68	CONF	CONF				0	
99442																																																													0	86783	2091		46005			63599	17008		11288	514984	0	0	0	165882	2637		121929	5519	11109	51599	67222	29248	840	66897	55032	91943	110710	20246	4033				225	0			4120	16780	53680	23318							0														227727				0		0	239		10380													10949			CONF	CONF					
99536																																																													0	14637	29586		128			41544	14578		0	973800	0	0	0	389284	6632		159675	5192	14012	81838	151846	93905	42462	36416	104055	186000	194115	48147	15767				107	340			40187	29057	221349	160216							0														0				2104		0	0		15400													10755			CONF	CONF					
99853																																																													0	30	0		0			1061	50		0	16220	88	0	0	8792	12		1311	34	609	2492	141	2312	2964	329	427	1997	1827	1571	1288				0	0			0	0	0	4394							0														0				56		0	0		481													1488			CONF	CONF					
100236																																																													0	4587	14826		1368			37755	5563		226	280922	0	0	0	70400	774		103907	3613	11726	29640	18379	1455	5549	34612	53957	96047	13757	10185	1903				0	0			18793	38092	52004	33940							0													0	36814				0		0	29		965													1600			CONF	CONF				0	
100357																																																													0	61682	19552		101868			77627	0		648	740228	0	0	0	144569	0		265846	6706	17706	55877	36702	13731	13725	164143	77291	190239	142696	20274	0				0	0			37496	61568	100732	126272							0														340449				219		0	534		3131													4549			CONF	CONF					
100562																																																													0	265942	982290	0	145159	529700	0	529700	333355		20080	6802041	0	9250	1160	884866	11868	196220	458894	14317	26913	95391	137296	187507	418348	1205496	290326	1369739	1563770	1403566	55237	0	0	0	0	639	0		32862	316119	974968	2220568	0	9250				0	479														4875310				1389	1172	0	1172	0	70020	0	0	0	0	0	242	0	1147	1147	0	0	0	3183	242	4168	CONF	CONF					
100777																																																													0	26	13228		0			14219	3778		1059	416058	0	0	0	326586	9606		1570	6	40	640	3414	43265	278484	9295	3727	3042	6934	22742	43731				0	56			6551	2254	27844	7665							0														0				0		0	18		0													3168			CONF	CONF					
100843																																																													0	73680	23888		16549			52094	5503		785	529595	0	0	0	125133	2596		106042	4626	18338	16470	22301	19728	42531	27416	55663	93838	116401	64758	45898				0	495			4131	41201	57812	79888							467														519165				0		0	25		20823													24992			CONF	CONF					
101037																																																													0	1124	44543		316			35438	32585		0	833224	0	0	0	431804	1749		96483	4043	3888	47490	42051	330572	145	97776	41159	117638	73167	68559	1188				2625	0			25934	58843	117508	69250							451													0	833224				50		0	378		1095													10032			CONF	CONF				0	
101439																																																													0	8223	6041		5916			21212	123		3275	181978	0	0	0	62676	946		48758	4002	6285	26234	22768	3229	73	14101	26673	39913	28569	6228	3683				0	0			4245	29075	4257	21397							0														0				30		0	124		5290													9178			CONF	CONF					
101671																																																													0	0	30763	0	0	111625	0	111625	30735		0	623044	1978	0	0	252732	13621	61038	16724	11060	1781	11650	20973	136225	68374	72805	16132	47272	71855	152597	8251	0	0	0	0	912	0		2928	22749	65369	84535	0	0				1273	1886														177106				1279	0	0	0	0	3822	0	0	0	0	0	0	0	6	0	0	0	6	5231	0	0	CONF	CONF					
101738																																																													0	8245	4301		1537			16744	3505		458	144754	1183	0	4455	50415	404		24917	1517	1750	7351	16624	22313	859	18272	8965	23899	26928	14138	2342				0	0			3485	2452	14415	10205							0														62146				0		0	65		13220													16486			CONF	CONF					
101952																																																													0	9298	95		1305			12310	0		0	74959	0	0	0	28138	376		7129	1	119	9606	11831	6287	294	9994	5291	12658	10172	6307	2399				0	0			403	161	7809	10528							0														0				0		0	0		2600													1936			CONF	CONF					
102333																																																													0	0	423		0			2012	1410		103	27551	0	0	0	13388	188		7148	806	867	7252	3763	203	461	1292	4183	3867	3548	1123	150				0	0			1451	4181	800	2053							0													0	0				0		0	35		751													756			CONF	CONF				0	
102342																																																													0	41296	23131		26986			45596	7389		0	341658	0	5886	0	50452	1298		93819	1254	2723	10827	25706	3743	6199	66420	23422	87673	72434	33957	4936				0	23			20045	30577	39460	48545							0													0	86621				0		0	5		542													427			CONF	CONF				0	
102557																																																													0	7630	10217		0			28372	2650		0	141639	77	0	0	32800	1005		32800	1946	1747	5635	19765	1141	2567	23478	9096	34710	26299	14456	880				0	3			7768	13137	23070	12730							0													0	34329				249		0	0		168													2166			CONF	CONF				0	
102874																																																													0	0	24098		0			6994	10972		0	185131	0	0	6994	93802	2074	60354	5425	3406	18278	13636	9669	13729	34140	20120	17256	27213	20899	5801	0				0	320			5187	12516	6870	18153						173	247														87346				308		0	136	0	3217	0	0	0	135	0			0	0		0	0	792	0	0	CONF	CONF					
103134																																																													0	1936	1736		3140			8218	319		0	38848	0	0	0	7963	33		14592	153	387	2352	5055	16	0	11910	5136	4670	7786	711	664				0	0			5919	976	4242	2859							0														37341				434		0	199		408													900			CONF	CONF					
104234																																																													0	897	0		428			1500	4843		1617	82738	0	0	0	48096	602		1576	743	1484	2331	1194	12446	29899	7201	1531	6874	7182	7243	4610				0	74			2401	172	16204	0							0														36400				0		0	0		3566													2338			CONF	CONF					
104542																																																													0	815	150		258			625	232		60	30393	0	0	0	18623	405		3157	398	1525	2988	6968	6744	0	375	1057	2987	5426	1898	0				0	0			0	718	2155	837							0														0				0		0	0		2588													2927			CONF	CONF					
104971																																																													0	0	100		0			0	0		0	17494	0	0	0	17180	0		24	20	6	95	479	5543	10761	0	0	2	22	289	0				0	0			0	0	0	133							0														17180				0		0	0		0													81			CONF	CONF					
105026																																																													0	12127	9247		25			30384	10385		1801	377907	0	0	2	179626	5004		32788	176119	0	160	0	135	3212	135673	1018	17521	25229	8534	10252				0	0			18402	21311	52623	24995							143														171094				247		0	90		2122													9765			CONF	CONF					
105473																																																													0	2299	20283		7			45687	35927		98420	1278030	0	0	5961	527550	19046		35661	1491	7983	7152	17306	195910	297197	134697	31962	43371	119866	189001	170233				0	100			50079	93738	121561	232883							68														527550				0		111	25911		352													4076			CONF	CONF					
105530																																																													0	3198	6705		482			11124	3954		940	116705	0	0	0	46664	1766		22085	1449	3990	8468	19471	13108	0	7895	8751	17231	26741	9297	87				0	449			6336	10835	10653	7724							0														46664				2078		0	15		2225													3635			CONF	CONF					
106359																																																													0	1660	66672	2560	9	185819	0	185820	38378		11145	1848798	0	3873	8644	161015	10610	30586	261710	8036	10907	15704	44604	79483	2199	214945	121763	238400	493560	595244	17366	0	0	0	902	1649	0		45346	82158	349362	617325	0	3873				77	17														374892				655	2462	0	5022	0	250672	0	0	0	0	362	216	0	0	0	0	0	0	17180	216	0	CONF	CONF					
